439, 0 0.720703 0.6301 0.751953 0.686642 0.695312 0.587629 0.791016;
440, 0 0.617188 0.461308 0.884766 0.949351 0.378906;
441, 0 0.882812 0.943397 0.386719 0.181644 0.888672 0.958438 0.365234;
442, 0 0.871094 0.918577 0.419922;
443, 0 0.912109 1.01042 0.294922 0.105543 0.779297 0.736974 0.642578;
444, 0 0.859375 0.897512 0.447266;
445, 0 0.925781 1.04071 0.251953 0.0771158 0.707031 0.606016 0.775391;
446, 0 0.652344;
447, 0 0.849609 0.875046 0.476562 0.275398 0.933594;
448, 0 0.224609 0.0618993 0.65625 0.521231 0.845703 0.865715 0.488281;
449, 0 0.935547 1.06244 0.220703 0.0592202 0.644531;
450, 0 0.857422 0.889684 0.457031 0.254118 0.929688 1.04872 0.240234;
451, 0 0.685547 0.569299 0.806641;
452, 0 0.582031 0.409949 0.912109 1.00695 0.298828 0.109049 0.787109;
453, 0 0.625 0.475497 0.876953 0.930933 0.402344;
454, 0 0.902344 0.986725 0.328125 0.130459 0.826172 0.827591 0.535156;
455, 0 0.931641 1.05219 0.234375 0.0673921 0.675781;
456, 0 0.820312 0.815899 0.548828 0.366986 0.927734 1.0417 0.25;
457, 0 0.703125;
458, 0 0.779297 0.735816 0.642578 0.501655 0.859375;
459, 0 0.451172 0.247069 0.927734 1.04386 0.246094 0.0743861 0.699219;
460, 0 0.787109 0.75252 0.625 0.472845 0.876953;
461, 0 0.398438 0.193063 0.898438 0.979192 0.337891 0.13885 0.839844;
462, 0 0.503906;
463, 0 0.935547 1.06334 0.21875 0.0585239 0.642578;
464, 0 0.859375 0.895852 0.449219 0.245336 0.927734 1.04255 0.248047;
465, 0 0.701172 0.597617 0.783203 0.742412 0.634766;
466, 0 0.867188 0.910815 0.429688 0.224508 0.917969 1.02307 0.277344;
467, 0 0.75 0.684065 0.699219;
468, 0 0.787109 0.751638 0.625 0.474359 0.876953 0.932445 0.400391;
469, 0 0.900391 0.983527 0.332031;
470, 0 0.832031 0.838867 0.521484 0.330441 0.935547 1.05914 0.224609;
471, 0 0.654297;
472, 0 0.845703 0.866654 0.486328 0.287867 0.935547;
473, 0 0.220703 0.0594027 0.646484 0.506184 0.855469 0.888062 0.458984;
474, 0 0.929688 1.05016 0.238281 0.0690724 0.681641;
475, 0 0.8125 0.80061 0.568359 0.391912 0.917969 1.02322 0.275391;
476, 0 0.75;
477, 0 0.699219 0.593335 0.787109 0.749655 0.626953;
478, 0 0.875 0.927899 0.40625 0.201592 0.904297 0.992946 0.318359;
479, 0 0.814453 0.804974 0.5625;
480, 0 0.921875 1.02903 0.267578 0.0876091 0.736328 0.65819 0.724609;
481, 0 0.746094;
482, 0 0.708984 0.610577 0.771484 0.720318 0.660156;
483, 0 0.839844 0.854482 0.501953 0.30628 0.935547 1.06339 0.21875;
484, 0 0.642578 0.500548 0.859375;
485, 0 0.449219 0.244813 0.927734 1.04215 0.25 0.0758633 0.703125;
486, 0 0.78125 0.739283 0.638672;
487, 0 0.863281 0.903208 0.439453 0.23501 0.923828;
488, 0 0.261719 0.0832706 0.724609 0.637198 0.746094 0.674303 0.708984;
489, 0 0.771484 0.722474 0.658203 0.524846 0.841797;
490, 0 0.494141 0.297534 0.935547 1.06333 0.21875 0.0585297 0.642578;
491, 0 0.859375 0.8958 0.449219;
492, 0 0.927734 1.04261 0.248047 0.0754652 0.701172 0.597362 0.783203;
493, 0 0.634766;
494, 0 0.867188 0.911852 0.427734 0.22309 0.917969;
495, 0 0.279297 0.0947097 0.753906 0.690871 0.691406 0.580199 0.796875;
496, 0 0.601562 0.440193 0.896484 0.974872 0.34375;
497, 0 0.845703 0.868157 0.484375 0.28562 0.935547 1.06177 0.220703;
498, 0 0.646484 0.508206 0.853516;
499, 0 0.462891 0.260708 0.931641 1.05259 0.234375 0.0670669 0.673828;
500, 0 0.822266 0.818858 0.546875;
501, 0 0.927734 1.04466 0.246094 0.0736996 0.695312 0.587965 0.791016;
502, 0 0.617188 0.462271 0.884766;
503, 0 0.380859 0.175717 0.882812 0.946559 0.382812 0.177676 0.884766;
504, 0 0.376953 0.172691 0.880859 0.940191 0.390625;
505, 0 0.892578 0.966129 0.355469 0.153917 0.859375 0.895849 0.449219;
506, 0 0.927734 1.04256 0.248047;
507, 0 0.701172 0.597604 0.783203 0.742434 0.634766 0.490208 0.867188;
508, 0 0.429688 0.224436 0.917969;
509, 0 0.277344 0.0932698 0.751953 0.684407 0.697266 0.591558 0.787109;
510, 0 0.623047 0.472619 0.878906;
511, 0 0.398438 0.192678 0.898438 0.978535 0.337891 0.139591 0.839844;
